Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
PENN,57.76,Call,55.00,09/04/20,3,4.00,4.13,4.25,4.35,1526,539,2.83,102.94%,"11:34 ET"
UBER,33.99,Put,27.00,01/15/21,136,1.39,1.42,1.46,1.46,14225,5019,2.83,55.63%,"11:29 ET"
JD,81.84,Put,60.00,03/19/21,199,2.98,3.07,3.15,3.05,544,193,2.82,51.70%,"11:23 ET"
TECK,11.76,Call,13.00,10/16/20,45,0.44,0.46,0.48,0.50,796,285,2.79,57.38%,"11:24 ET"
AMZN,3497.12,Call,3505.00,09/04/20,3,32.80,33.43,34.05,33.78,930,333,2.79,33.61%,"11:41 ET"
WMT,146.84,Call,144.00,09/18/20,17,7.30,7.45,7.60,7.47,1142,410,2.79,39.08%,"11:50 ET"
CRWD,138.41,Put,112.00,09/04/20,3,0.94,1.05,1.16,0.94,1331,482,2.76,172.01%,"11:46 ET"
FB,297.98,Call,302.50,09/04/20,3,3.45,3.53,3.60,3.35,3854,1398,2.76,52.71%,"11:36 ET"
AMBA,54.19,Call,60.00,09/18/20,17,1.65,1.75,1.85,1.75,773,281,2.75,79.14%,"11:40 ET"
NFLX,551.42,Call,560.00,09/11/20,10,12.75,13.03,13.30,12.55,605,222,2.73,52.28%,"11:48 ET"
SQ,168.47,Call,180.00,09/04/20,3,0.84,0.88,0.92,0.95,3227,1184,2.73,76.01%,"11:43 ET"
NVDA,553.32,Call,575.00,09/04/20,3,4.50,4.58,4.65,4.64,1968,723,2.72,65.86%,"11:50 ET"
FB,297.98,Call,297.50,09/04/20,3,5.30,5.35,5.40,5.20,4730,1737,2.72,51.05%,"11:36 ET"
NFLX,551.42,Call,550.00,09/04/20,3,9.20,9.35,9.50,8.85,23796,8762,2.72,56.46%,"11:49 ET"
OKTA,227,Call,230.00,09/04/20,3,3.05,3.2,3.35,3.10,1050,387,2.71,57.58%,"11:32 ET"
NFLX,551.42,Call,565.00,09/04/20,3,4.80,4.93,5.05,4.75,1781,668,2.67,61.00%,"11:49 ET"
WMT,146.84,Call,200.00,12/18/20,108,2.11,2.13,2.14,2.13,3392,1272,2.67,43.81%,"11:50 ET"
PENN,57.76,Call,58.00,09/04/20,3,2.31,2.35,2.39,2.55,828,311,2.66,107.30%,"11:35 ET"
WMT,146.84,Call,180.00,09/04/20,3,0.18,0.23,0.28,0.20,2121,797,2.66,113.78%,"11:50 ET"
NVDA,553.32,Call,550.00,09/04/20,3,12.35,12.5,12.65,12.70,12659,4753,2.66,61.76%,"11:50 ET"
PD,35.76,Call,45.00,09/18/20,17,1.25,1.28,1.30,1.25,1163,441,2.64,127.22%,"11:36 ET"
TSM,80.78,Call,82.00,09/04/20,3,0.80,0.82,0.84,0.84,2865,1084,2.64,46.48%,"11:47 ET"
TSLA,493.25,Call,485.00,10/02/20,31,68.05,68.48,68.90,68.20,505,192,2.63,117.36%,"11:43 ET"
ING,8.09,Call,9.00,10/16/20,45,0.10,0.15,0.20,0.20,1114,424,2.63,44.24%,"11:23 ET"
GSX,90.94,Put,90.00,10/16/20,45,14.50,14.8,15.10,14.92,1891,718,2.63,123.69%,"11:39 ET"
AMD,91.68,Put,87.00,09/11/20,10,1.68,1.72,1.76,1.65,1058,405,2.61,56.65%,"11:40 ET"
CHWY,69.31,Call,65.00,09/04/20,3,5.25,5.45,5.65,5.55,2706,1046,2.59,121.02%,"11:46 ET"
PTON,83.75,Call,95.00,09/11/20,10,3.75,3.85,3.95,3.88,884,343,2.58,148.00%,"11:37 ET"
BA,172.62,Put,172.50,09/18/20,17,8.30,8.38,8.45,8.20,626,244,2.57,56.87%,"11:38 ET"
NFLX,551.42,Call,600.00,09/11/20,10,4.65,4.8,4.95,4.65,1360,530,2.57,58.30%,"11:48 ET"
WMT,146.84,Call,160.00,09/11/20,10,1.38,1.44,1.51,1.43,4261,1656,2.57,52.42%,"11:50 ET"
PFE,36.93,Call,38.00,09/25/20,24,0.55,0.57,0.58,0.57,1121,438,2.56,25.18%,"11:36 ET"
AMZN,3497.12,Call,3520.00,09/04/20,3,27.10,27.85,28.60,28.70,1258,492,2.56,34.33%,"11:40 ET"
GME,7.43,Call,9.00,09/04/20,3,0.11,0.14,0.17,0.13,1662,651,2.55,224.59%,"11:39 ET"
HD,285.03,Put,300.00,09/18/20,17,17.15,17.53,17.90,17.76,1750,686,2.55,34.33%,"10:19 ET"
TSLA,493.25,Put,475.00,09/04/20,3,14.70,14.95,15.20,15.31,5688,2239,2.54,123.22%,"11:46 ET"
NIO,19.88,Put,20.00,09/04/20,3,1.13,1.15,1.16,1.18,7650,3007,2.54,142.06%,"11:49 ET"
WORK,34.37,Call,40.00,09/11/20,10,1.62,1.64,1.65,1.65,5502,2176,2.53,157.69%,"11:50 ET"
CRWD,138.41,Call,140.00,09/04/20,3,9.20,9.3,9.40,8.95,4102,1626,2.52,212.94%,"11:47 ET"
NVDA,553.32,Call,560.00,09/04/20,3,8.35,8.52,8.70,8.50,5876,2348,2.5,62.56%,"11:50 ET"
AMZN,3497.12,Call,3510.00,09/04/20,3,30.90,31.5,32.10,31.96,1375,555,2.48,33.81%,"11:41 ET"
WORK,34.37,Call,34.50,09/04/20,3,1.00,1.02,1.03,0.98,2861,1153,2.48,87.22%,"11:49 ET"
ADBE,523.52,Call,600.00,09/18/20,17,3.60,3.78,3.95,3.75,615,250,2.46,55.29%,"11:40 ET"
PINS,36.72,Put,32.00,01/15/21,136,3.55,3.63,3.70,3.65,1625,660,2.46,69.87%,"11:04 ET"
NFLX,551.42,Call,585.00,09/04/20,3,2.32,2.43,2.55,2.45,985,404,2.44,70.65%,"11:44 ET"
TSLA,493.25,Put,495.00,09/04/20,3,24.55,25.03,25.50,25.60,4822,1977,2.44,125.43%,"11:46 ET"
BABA,292.26,Call,295.00,09/04/20,3,4.10,4.13,4.15,4.10,5658,2321,2.44,50.16%,"11:43 ET"
KODK,7.83,Call,8.00,09/04/20,3,0.80,0.83,0.85,0.85,6531,2679,2.44,328.69%,"11:44 ET"
AMD,91.68,Call,93.00,09/11/20,10,2.64,2.74,2.83,2.74,2485,1024,2.43,58.88%,"11:39 ET"
AMZN,3497.12,Put,3285.00,09/04/20,3,2.28,2.45,2.61,2.49,653,271,2.41,39.67%,"11:39 ET"
DOCU,261.01,Call,250.00,10/16/20,45,33.10,34.55,36.00,35.30,1110,460,2.41,98.23%,"11:49 ET"
GME,7.43,Put,7.00,09/04/20,3,0.26,0.29,0.31,0.28,1304,540,2.41,159.92%,"11:38 ET"
JBLU,11.46,Call,20.00,01/21/22,507,1.60,1.63,1.65,1.64,4017,1664,2.41,66.14%,"11:17 ET"
WORK,34.37,Call,36.50,09/11/20,10,2.44,2.49,2.53,2.48,892,372,2.4,149.01%,"11:46 ET"
PTON,83.75,Call,100.00,09/11/20,10,3.00,3.08,3.15,3.09,1775,740,2.4,154.38%,"11:38 ET"
DOCU,261.01,Call,250.00,09/11/20,10,27.40,28,28.60,28.20,1419,596,2.38,165.91%,"11:49 ET"
DELL,66.76,Call,67.50,10/16/20,45,3.20,3.25,3.30,3.24,1518,638,2.38,38.02%,"11:44 ET"
EIX,52.01,Call,55.00,09/18/20,17,0.45,0.53,0.60,0.55,2526,1061,2.38,35.01%,"11:36 ET"
NVDA,553.32,Call,555.00,09/11/20,10,16.90,17.15,17.40,17.00,546,231,2.36,51.93%,"11:49 ET"
LYB,66.3,Call,75.00,10/16/20,45,0.85,0.95,1.05,0.90,585,248,2.36,37.25%,"10:59 ET"
DOCU,261.01,Call,245.00,09/04/20,3,26.00,26.93,27.85,27.65,839,358,2.34,270.61%,"11:49 ET"
EPD,17.47,Call,17.50,09/11/20,10,0.33,0.38,0.43,0.37,1016,437,2.32,31.72%,"11:37 ET"
YEXT,19.72,Call,22.50,09/18/20,17,0.55,0.58,0.60,0.57,1115,481,2.32,89.50%,"11:33 ET"
ROKU,180.32,Call,187.50,09/11/20,10,5.00,5.1,5.20,5.00,627,271,2.31,75.04%,"11:39 ET"
UN,58.1,Call,60.00,10/16/20,45,1.10,1.23,1.35,1.25,3775,1634,2.31,24.50%,"11:30 ET"
BA,172.62,Call,175.00,09/04/20,3,2.35,2.37,2.39,2.30,12085,5240,2.31,51.54%,"11:43 ET"
WMT,146.84,Call,150.00,09/25/20,24,5.30,5.4,5.50,5.40,2024,880,2.3,40.09%,"11:50 ET"
DOCU,261.01,Call,260.00,09/18/20,17,25.45,26.3,27.15,25.85,2374,1034,2.3,135.95%,"11:49 ET"
NFLX,551.42,Call,580.00,09/04/20,3,2.80,2.93,3.05,2.68,3062,1330,2.3,66.74%,"11:49 ET"
FB,297.98,Call,302.50,09/11/20,10,6.70,6.78,6.85,6.72,519,229,2.27,46.55%,"11:36 ET"
CLDR,13.43,Call,14.50,09/04/20,3,0.69,0.7,0.71,0.70,875,388,2.26,237.08%,"11:43 ET"
AMZN,3497.12,Call,3495.00,09/04/20,3,37.10,37.55,38.00,38.00,1182,524,2.26,33.44%,"11:41 ET"
RY,75.88,Put,65.00,01/21/22,507,4.90,6.05,7.20,5.20,750,333,2.25,31.26%,"11:17 ET"
CHWY,69.31,Call,80.00,09/18/20,17,3.25,3.38,3.50,3.35,852,378,2.25,117.51%,"11:46 ET"
DOCU,261.01,Call,270.00,09/18/20,17,22.95,23.53,24.10,22.97,2268,1009,2.25,139.91%,"11:49 ET"
SQ,168.47,Call,172.50,09/04/20,3,2.10,2.15,2.20,2.30,2735,1219,2.24,69.44%,"11:44 ET"
AAL,12.93,Call,18.50,09/18/20,17,0.13,0.14,0.14,0.16,603,270,2.23,121.07%,"10:59 ET"
INTC,50.51,Call,85.00,06/18/21,290,0.45,0.51,0.57,0.52,720,323,2.23,36.30%,"11:26 ET"
KODK,7.83,Put,7.00,09/25/20,24,1.30,1.33,1.35,1.35,1810,811,2.23,232.23%,"11:43 ET"
ABBV,91.64,Call,96.00,09/18/20,17,0.61,0.67,0.72,0.67,643,289,2.22,26.00%,"11:37 ET"
TSM,80.78,Call,82.00,09/25/20,24,2.51,2.56,2.61,2.53,1028,464,2.22,36.97%,"11:41 ET"
JD,81.84,Call,82.00,09/04/20,3,1.22,1.25,1.27,1.25,1753,794,2.21,51.83%,"11:42 ET"
SHOP,1130.1,Call,1130.00,09/04/20,3,22.50,23.7,24.90,23.74,501,228,2.2,67.14%,"11:40 ET"
IQV,163.72,Call,170.00,12/18/20,108,9.40,9.5,9.60,9.50,797,364,2.19,33.89%,"11:40 ET"
WMT,146.84,Call,144.00,09/11/20,10,6.25,6.35,6.45,6.28,1688,771,2.19,37.78%,"11:50 ET"
WYNN,87.05,Call,95.00,09/04/20,3,0.34,0.37,0.40,0.37,4524,2074,2.18,81.69%,"11:48 ET"
CRWD,138.41,Put,125.00,09/04/20,3,4.00,4.2,4.40,4.12,532,245,2.17,183.73%,"11:47 ET"
AAPL,132.46,Put,131.25,09/04/20,3,1.90,1.92,1.93,1.89,8545,3938,2.17,48.52%,"11:39 ET"
SQ,168.47,Call,170.00,09/11/20,10,5.30,5.4,5.50,5.60,2280,1058,2.16,59.73%,"11:44 ET"
CRWD,138.41,Put,113.00,09/04/20,3,1.06,1.19,1.31,1.08,888,413,2.15,172.80%,"11:46 ET"
PTON,83.75,Call,90.00,09/04/20,3,1.00,1.02,1.04,0.97,7119,3310,2.15,110.40%,"11:38 ET"
NVDA,553.32,Call,630.00,09/04/20,3,0.62,0.65,0.68,0.64,561,262,2.14,82.62%,"11:48 ET"
DIS,132.36,Call,125.00,06/18/21,290,19.10,19.28,19.45,19.30,3803,1773,2.14,32.22%,"11:38 ET"
KODK,7.83,Put,8.00,09/11/20,10,1.45,1.5,1.55,1.45,1901,893,2.13,262.45%,"11:45 ET"
WORK,34.37,Call,37.00,09/04/20,3,0.37,0.38,0.39,0.38,647,305,2.12,102.12%,"11:50 ET"
NIO,19.88,Call,35.00,09/25/20,24,0.59,0.63,0.66,0.62,747,353,2.12,180.91%,"11:42 ET"
AAPL,132.46,Call,186.25,10/16/20,45,1.05,1.07,1.08,1.10,606,287,2.11,65.66%,"11:36 ET"
WMT,146.84,Call,145.00,09/11/20,10,5.70,5.78,5.85,5.75,6021,2859,2.11,39.16%,"11:50 ET"
CRWD,138.41,Put,111.00,09/04/20,3,0.83,0.95,1.06,1.06,608,289,2.1,183.87%,"11:39 ET"
ABT,106.97,Put,115.00,10/16/20,45,8.95,10.08,11.20,10.00,938,447,2.1,32.71%,"11:23 ET"
CRWD,138.41,Call,135.00,09/04/20,3,10.75,11,11.25,10.90,3034,1442,2.1,207.20%,"11:47 ET"
NVDA,553.32,Call,550.00,10/16/20,45,43.10,43.53,43.95,43.12,4477,2131,2.1,54.92%,"11:48 ET"
ADBE,523.52,Put,500.00,09/04/20,3,1.64,1.98,2.33,2.36,844,403,2.09,48.82%,"11:37 ET"
KODK,7.83,Put,7.00,09/18/20,17,1.15,1.2,1.25,1.20,866,414,2.09,250.75%,"11:40 ET"
NFLX,551.42,Call,575.00,09/04/20,3,3.35,3.45,3.55,3.18,3040,1458,2.09,64.45%,"11:49 ET"
ROKU,180.32,Call,190.00,09/04/20,3,2.25,2.3,2.34,2.36,10055,4813,2.09,102.43%,"11:40 ET"
ABT,106.97,Put,95.00,10/16/20,45,1.10,1.17,1.23,1.16,1136,547,2.08,35.83%,"11:38 ET"
JNCE,7.15,Call,10.00,09/18/20,17,0.25,0.28,0.30,0.25,1567,754,2.08,163.10%,"11:42 ET"
TSLA,493.25,Call,495.00,09/04/20,3,17.25,17.43,17.60,17.23,10210,4931,2.07,113.80%,"11:46 ET"
TSLA,493.25,Put,480.00,09/04/20,3,16.90,17.15,17.40,17.40,8717,4257,2.05,122.59%,"11:46 ET"
PTON,83.75,Call,85.00,09/11/20,10,6.25,6.38,6.50,6.35,2578,1265,2.04,134.01%,"11:38 ET"
FB,297.98,Call,305.00,09/04/20,3,2.77,2.84,2.90,2.70,11941,5862,2.04,54.02%,"11:36 ET"
ZM,447.7,Call,400.00,09/11/20,10,47.90,48.95,50.00,47.60,1542,761,2.03,54.06%,"11:37 ET"
TSLA,493.25,Put,485.00,09/04/20,3,19.20,19.55,19.90,20.00,5269,2597,2.03,123.83%,"11:46 ET"
BBBY,12.81,Call,13.50,09/04/20,3,0.14,0.15,0.16,0.15,897,447,2.01,78.75%,"11:43 ET"
SQ,168.47,Put,165.00,09/04/20,3,2.42,2.49,2.55,2.50,838,419,2,61.55%,"11:41 ET"
SDC,7.73,Put,7.50,09/04/20,3,0.12,0.14,0.16,0.16,1280,642,1.99,99.44%,"11:34 ET"
CRWD,138.41,Call,140.00,10/16/20,45,13.90,14.2,14.50,14.20,909,459,1.98,81.95%,"11:46 ET"
NFLX,551.42,Call,550.00,09/11/20,10,16.35,16.65,16.95,16.15,1655,836,1.98,51.14%,"11:48 ET"
ZM,447.7,Call,415.00,09/04/20,3,30.80,32.1,33.40,30.00,596,303,1.97,28.97%,"11:37 ET"
OSTK,88.53,Call,90.00,09/18/20,17,9.40,9.7,10.00,9.60,692,351,1.97,133.68%,"11:35 ET"
ADBE,523.52,Call,525.00,09/04/20,3,7.00,7.35,7.70,7.25,761,387,1.97,50.96%,"11:37 ET"
AMZN,3497.12,Call,3600.00,09/04/20,3,9.65,10.05,10.45,9.85,3896,1980,1.97,35.89%,"11:41 ET"
PTON,83.75,Call,80.00,09/04/20,3,4.15,4.28,4.40,4.25,7237,3682,1.97,89.88%,"11:38 ET"
NFLX,551.42,Put,550.00,09/04/20,3,11.55,11.9,12.25,11.96,706,361,1.96,46.66%,"11:46 ET"
AAPL,132.46,Put,133.75,09/04/20,3,3.30,3.33,3.35,3.25,1305,667,1.96,49.13%,"11:37 ET"
FB,297.98,Call,320.00,09/11/20,10,2.36,2.4,2.43,2.39,2956,1515,1.95,48.77%,"11:36 ET"
SWBI,19.98,Call,22.50,09/18/20,17,1.90,1.92,1.95,1.97,3452,1767,1.95,162.04%,"11:44 ET"
PINS,36.72,Call,32.00,12/18/20,108,8.05,8.1,8.15,8.10,20242,10361,1.95,71.87%,"11:37 ET"
LFC,12.13,Put,12.50,01/15/21,136,1.25,1.38,1.50,1.35,803,414,1.94,40.01%,"11:29 ET"
RTX,60.62,Call,60.00,10/16/20,45,3.75,3.83,3.90,3.85,1083,558,1.94,39.42%,"11:37 ET"
NCLH,16.96,Call,20.00,10/02/20,31,1.05,1.13,1.21,1.05,1344,693,1.94,102.59%,"11:28 ET"
JNCE,7.15,Call,7.50,09/18/20,17,0.80,0.85,0.90,0.80,521,272,1.92,160.84%,"11:42 ET"
DGX,110.28,Call,110.00,09/18/20,17,2.40,2.58,2.75,2.35,579,302,1.92,28.14%,"11:48 ET"
NVDA,553.32,Call,540.00,12/18/20,108,72.95,73.9,74.85,73.20,755,393,1.92,56.48%,"11:38 ET"
FSLY,95.85,Call,98.00,09/04/20,3,2.25,2.38,2.50,2.30,796,414,1.92,101.62%,"11:37 ET"
TSLA,493.25,Call,490.00,09/04/20,3,19.50,19.75,20.00,19.35,12614,6562,1.92,113.08%,"11:46 ET"
PTON,83.75,Call,100.00,09/04/20,3,0.29,0.3,0.31,0.28,1226,642,1.91,133.67%,"11:38 ET"
NVDA,553.32,Call,570.00,09/04/20,3,5.50,5.65,5.80,5.85,2990,1564,1.91,65.65%,"11:50 ET"
RCL,68.19,Call,68.00,09/04/20,3,1.95,2,2.04,2.00,698,367,1.9,70.72%,"11:27 ET"
PTON,83.75,Call,90.00,09/11/20,10,4.85,4.98,5.10,5.00,3362,1770,1.9,142.47%,"11:38 ET"
NIO,19.88,Put,18.00,01/15/21,136,4.95,5.03,5.10,4.95,964,516,1.87,130.18%,"11:33 ET"
TTD,493.74,Call,500.00,09/04/20,3,6.30,6.8,7.30,6.56,1159,621,1.87,60.18%,"11:44 ET"
ZM,447.7,Call,425.00,09/04/20,3,24.50,25.75,27.00,24.31,1234,661,1.87,71.87%,"11:37 ET"
AAPL,132.46,Put,135.00,09/04/20,3,4.15,4.18,4.20,4.17,3909,2093,1.87,51.50%,"11:39 ET"
WMT,146.84,Call,160.00,09/04/20,3,0.78,0.8,0.83,0.80,5678,3035,1.87,78.01%,"11:50 ET"
FB,297.98,Call,292.50,09/11/20,10,11.45,11.55,11.65,11.50,680,366,1.86,46.65%,"11:35 ET"
HOME,23.76,Call,25.00,09/18/20,17,2.55,2.65,2.75,2.58,3260,1757,1.86,157.38%,"11:41 ET"
NVDA,553.32,Call,545.00,09/04/20,3,14.70,14.9,15.10,15.10,4041,2168,1.86,60.44%,"11:50 ET"
KODK,7.83,Call,9.00,09/11/20,10,0.85,0.9,0.95,0.90,1042,566,1.84,256.43%,"11:38 ET"
AMZN,3497.12,Put,3450.00,09/04/20,3,23.60,24.18,24.75,23.30,814,444,1.83,30.91%,"11:40 ET"
NVDA,553.32,Put,535.00,09/04/20,3,4.90,5.05,5.20,5.05,966,527,1.83,57.19%,"11:51 ET"
AAPL,132.46,Put,132.50,10/16/20,45,9.20,9.25,9.30,9.20,1145,624,1.83,49.40%,"11:38 ET"
T,29.42,Call,29.50,09/04/20,3,0.20,0.21,0.21,0.20,1803,984,1.83,19.97%,"11:42 ET"
CRWD,138.41,Put,120.00,09/04/20,3,2.42,2.59,2.77,2.51,862,474,1.82,178.50%,"11:47 ET"
SHOP,1130.1,Call,1150.00,09/04/20,3,15.30,16.15,17.00,16.00,2132,1174,1.82,67.20%,"11:41 ET"
KODK,7.83,Call,11.00,09/04/20,3,0.25,0.28,0.30,0.25,2443,1342,1.82,370.64%,"11:44 ET"
BA,172.62,Call,172.50,09/04/20,3,3.20,3.28,3.35,3.20,4798,2634,1.82,47.96%,"11:42 ET"
AMD,91.68,Call,91.00,09/04/20,3,1.93,1.94,1.96,1.97,6566,3602,1.82,57.50%,"11:41 ET"
AAPL,132.46,Call,133.75,09/25/20,24,5.80,5.88,5.95,5.88,1059,589,1.8,48.57%,"11:37 ET"
M,7,Call,8.00,10/16/20,45,0.51,0.53,0.55,0.54,1705,945,1.8,88.76%,"11:47 ET"
WMT,146.84,Call,150.00,11/20/20,80,9.35,9.8,10.25,9.98,1887,1051,1.8,37.94%,"11:50 ET"
TSLA,493.25,Put,540.00,09/04/20,3,58.40,59.1,59.80,60.10,568,317,1.79,145.63%,"11:43 ET"
WMT,146.84,Call,185.00,09/04/20,3,0.14,0.15,0.15,0.13,1421,796,1.79,118.37%,"11:50 ET"
PTON,83.75,Call,95.00,09/04/20,3,0.53,0.55,0.56,0.50,1562,875,1.79,122.10%,"11:38 ET"
NVDA,553.32,Call,600.00,09/04/20,3,1.71,1.75,1.79,1.76,7851,4374,1.79,73.01%,"11:50 ET"
AMZN,3497.12,Call,3475.00,09/04/20,3,47.05,48,48.95,48.60,608,342,1.78,33.94%,"11:39 ET"
TSLA,493.25,Call,500.00,09/04/20,3,15.50,15.63,15.75,15.50,49112,27646,1.78,115.67%,"11:46 ET"
CYRX,55.74,Call,55.00,09/18/20,17,5.00,5.1,5.20,5.00,854,482,1.77,96.95%,"11:48 ET"
XLNX,104.52,Call,115.00,09/18/20,17,0.39,0.56,0.73,0.60,1837,1039,1.77,39.65%,"11:34 ET"
TSLA,493.25,Call,495.00,09/11/20,10,32.00,32.73,33.45,32.35,2027,1146,1.77,109.03%,"11:46 ET"
ROKU,180.32,Call,180.00,09/04/20,3,4.90,4.93,4.95,5.00,14031,7915,1.77,93.82%,"11:40 ET"
NVDA,553.32,Call,560.00,09/11/20,10,14.85,15.15,15.45,15.60,578,329,1.76,53.99%,"11:50 ET"
NIO,19.88,Put,21.00,09/04/20,3,1.84,1.85,1.86,1.84,1292,733,1.76,144.29%,"11:40 ET"
PEP,139.4,Call,140.00,09/25/20,24,2.09,2.16,2.22,2.11,519,296,1.75,16.54%,"11:35 ET"
NVDA,553.32,Call,565.00,09/04/20,3,6.70,6.93,7.15,6.83,1466,838,1.75,62.87%,"11:48 ET"
WORK,34.37,Call,40.00,09/04/20,3,0.20,0.21,0.22,0.21,1684,961,1.75,132.60%,"11:47 ET"
AAPL,132.46,Call,133.75,09/04/20,3,1.58,1.6,1.61,1.60,17563,10008,1.75,48.13%,"11:39 ET"
NIO,19.88,Put,25.00,09/18/20,17,6.20,6.25,6.30,6.20,855,491,1.74,146.42%,"11:26 ET"
WMT,146.84,Put,140.00,10/16/20,45,4.45,4.55,4.65,4.55,1097,631,1.74,40.42%,"11:50 ET"
NVDA,553.32,Call,590.00,09/04/20,3,2.31,2.47,2.63,2.49,1758,1008,1.74,69.34%,"11:49 ET"
KODK,7.83,Call,7.00,09/18/20,17,1.85,1.93,2.00,2.00,879,508,1.73,246.61%,"11:25 ET"
NFLX,551.42,Call,540.00,09/04/20,3,13.95,14.18,14.40,13.50,4031,2326,1.73,55.18%,"11:49 ET"
SQ,168.47,Call,165.00,09/04/20,3,5.10,5.2,5.30,5.50,6613,3813,1.73,66.39%,"11:43 ET"
PTON,83.75,Call,105.00,09/11/20,10,2.50,2.54,2.57,2.50,1887,1099,1.72,160.59%,"11:38 ET"
NIO,19.88,Put,19.50,09/04/20,3,0.84,0.86,0.87,0.87,4178,2441,1.71,136.00%,"11:49 ET"
PTON,83.75,Call,90.00,09/18/20,17,5.80,5.85,5.90,5.68,4906,2873,1.71,118.92%,"11:38 ET"
AAPL,132.46,Put,130.00,09/11/20,10,3.00,3.05,3.10,3.10,5027,2946,1.71,47.39%,"11:39 ET"
NVAX,103.22,Call,110.00,09/04/20,3,2.37,2.46,2.55,2.65,658,388,1.7,132.82%,"11:45 ET"
HUYA,29.4,Call,30.00,09/04/20,3,0.45,0.5,0.55,0.47,799,469,1.7,68.33%,"11:39 ET"
TSLA,493.25,Put,475.00,09/18/20,17,39.65,39.9,40.15,40.40,619,367,1.69,113.74%,"11:46 ET"
SQ,168.47,Call,175.00,09/11/20,10,3.65,3.75,3.85,3.65,1097,651,1.69,58.80%,"11:41 ET"
NVDA,553.32,Call,550.00,09/11/20,10,19.15,19.33,19.50,19.65,1450,859,1.69,52.76%,"11:50 ET"
ETSY,124.56,Call,125.00,09/11/20,10,4.40,4.58,4.75,4.45,548,327,1.68,57.65%,"11:35 ET"
WMT,146.84,Put,140.00,09/04/20,3,0.41,0.45,0.50,0.46,1262,750,1.68,56.08%,"11:49 ET"
FSLY,95.85,Call,105.00,09/04/20,3,0.85,0.88,0.90,0.85,2178,1293,1.68,110.10%,"11:38 ET"
TSLA,493.25,Put,450.00,09/04/20,3,7.50,7.58,7.65,7.60,16597,9857,1.68,127.78%,"11:46 ET"
AAPL,132.46,Call,132.50,09/04/20,3,2.08,2.09,2.10,2.11,58584,34965,1.68,47.70%,"11:39 ET"
BP,21.06,Call,21.00,09/18/20,17,0.69,0.71,0.72,0.71,574,343,1.67,38.02%,"11:44 ET"
AAPL,132.46,Call,120.00,10/16/20,45,15.95,16.05,16.15,16.11,10740,6433,1.67,48.58%,"11:37 ET"
AAPL,132.46,Call,133.75,11/20/20,80,11.70,11.77,11.85,11.98,560,338,1.66,50.80%,"11:36 ET"
CRWD,138.41,Call,130.00,09/11/20,10,13.95,14.3,14.65,14.05,847,511,1.66,119.43%,"11:40 ET"
AMD,91.68,Call,95.00,09/04/20,3,0.77,0.78,0.79,0.78,10982,6608,1.66,64.97%,"11:41 ET"
KODK,7.83,Put,8.00,09/18/20,17,1.70,1.78,1.85,1.75,546,331,1.65,246.93%,"11:30 ET"
TSLA,493.25,Call,490.00,11/20/20,80,92.20,92.65,93.10,91.60,1091,660,1.65,101.21%,"11:46 ET"
AMD,91.68,Call,93.00,09/04/20,3,1.20,1.22,1.24,1.22,7150,4323,1.65,60.39%,"11:41 ET"
TSLA,493.25,Put,500.00,09/04/20,3,28.10,28.28,28.45,28.82,5690,3479,1.64,127.13%,"11:46 ET"
BA,172.62,Call,240.00,12/18/20,108,6.85,6.95,7.05,7.30,871,535,1.63,66.22%,"11:11 ET"
WMT,146.84,Call,170.00,09/04/20,3,0.41,0.44,0.46,0.37,1825,1120,1.63,97.12%,"11:50 ET"
SHLL,39.83,Put,17.50,10/16/20,45,0.45,0.55,0.65,0.50,519,321,1.62,164.42%,"11:09 ET"
FSLY,95.85,Call,102.00,09/04/20,3,1.25,1.38,1.50,1.35,559,346,1.62,107.94%,"11:37 ET"
DOCU,261.01,Call,240.00,09/11/20,10,30.15,31.5,32.85,32.00,656,408,1.61,159.35%,"11:46 ET"
NKLA,39.99,Put,36.50,09/04/20,3,0.15,0.2,0.25,0.20,829,514,1.61,95.02%,"11:34 ET"
ROKU,180.32,Call,185.00,09/18/20,17,7.75,7.88,8.00,7.92,979,608,1.61,71.43%,"11:38 ET"
CHWY,69.31,Call,70.00,09/11/20,10,5.35,5.57,5.80,5.65,4616,2893,1.6,130.76%,"11:46 ET"
KODK,7.83,Call,8.00,09/18/20,17,1.50,1.55,1.60,1.55,524,330,1.59,243.04%,"11:43 ET"
AG,12.34,Put,9.00,01/15/21,136,0.67,0.7,0.72,0.69,861,542,1.59,75.74%,"10:59 ET"
AMD,91.68,Call,91.00,09/18/20,17,4.65,4.7,4.75,4.70,1159,727,1.59,58.70%,"11:41 ET"
KODK,7.83,Call,10.00,09/11/20,10,0.65,0.68,0.70,0.65,1325,833,1.59,256.90%,"11:45 ET"
TSLA,493.25,Call,485.00,09/04/20,3,21.65,22.03,22.40,21.40,6777,4260,1.59,110.83%,"11:46 ET"
ZM,447.7,Call,420.00,09/04/20,3,27.50,28.4,29.30,27.00,1027,650,1.58,59.16%,"11:37 ET"
ABBV,91.64,Put,92.00,09/04/20,3,1.05,1.19,1.33,1.20,547,349,1.57,34.58%,"11:38 ET"
FB,297.98,Call,350.00,09/11/20,10,0.50,0.51,0.52,0.50,1176,747,1.57,56.93%,"11:36 ET"
